,Date,Headline,Content,ContentSentiment,ScoreContentSentiment
274,12/9/15,Daily Report: Yahoo Changes Its Mind About Alibaba Spinoff,"Yahoo said it would retain its 15 percent stake in the Chinese e-commerce company Alibaba. Instead, the rest of what we know as Yahoo will be spun off.",negative,-0.573829
275,12/9/15,Yahoo Reverses Course on Plan to Spin Off Alibaba Stake,"Yahoo Inc shelved plans to spin off its stake in Chinese e-commerce giant Alibaba Group Holding Ltd on Wednesday, under pressure from activist investors worried about billions of dollars in taxes, and said instead it is looking at creating a...",negative,-0.769396
276,12/9/15,Morning Agenda: Dow Chemical and DuPont Said to Discuss Merger,Yahoo Said to End Plan for Alibaba Spin Off | Norfolk Southern Snubs Canadian Pacific | Sky-High Fees for Stellar Returns,neutral,-0.769396
277,12/9/15,"EU Explores Whether Google, Yahoo Should Pay for Showing Online News Snippets","The European Union is looking into whether services such as Google News and Yahoo News should pay to display snippets of news articles, wading into a bitter debate between the online industry and publishers.",negative,-0.653085
278,12/8/15,Donald Trump Postpones Interview With Yahoo&#8217;s Katie Couric,"The sit-down with Katie Couric, one of many interviews the longtime network TV news anchor has done with the major presidential candidates, was to have taken place in Donald J. Trumps New York office and had been in the works since the summer.",neutral,-0.653085
279,12/8/15,Yahoo Is Said to End Plan to Spin Off Alibaba Stake,"The company will consider other options, including a possible sale of its core Internet operations, a person briefed on the matter said.",neutral,-0.653085
280,12/8/15,Europe Plans to Ease Copyright Rules on Using Digital Content,"The proposals, part of a push toward a so-called digital single market, also include a review of online content aggregation by major sites like Google.",neutral,-0.653085
281,12/8/15,Abandoned Yahoo Spinoff a Sign That Tax Is Fading as a Deal Driver,"Slowly, the I.R.S., Treasury and now Congress have been moving on corporate inversions, spinoffs and energy M.L.P.s.",neutral,-0.653085
282,12/7/15,China's Didi Kuaidi Taps Yahoo Co-Founder and Alibaba Investor Jerry Yang,"Ride hailing service Didi Kuaidi, Uber Technologies Inc's chief rival in China, said on Tuesday it had appointed Yahoo Inc co-founder and Alibaba Group Holdings Ltd investor Jerry Yang as a board observer and senior adviser.",positive,0.648834
283,12/5/15,Farhad and Mikes Week in Tech: Ride-Hailing Competition Heats Up,On whether a global alliance between Lyft and the three largest ride-hailing companies in Asia threatens Ubers growth.,neutral,0.648834
284,12/5/15,Yahoo Board in Final Talks on Future of Company,Yahoo Inc's board of directors on Friday is in the third and final day of meetings that could decide the future of one of Silicon Valley's most prominent but troubled companies.,neutral,0.648834
285,12/5/15,Yahoo Board Is Quiet on Any Shake-Up Plans,,positive,
286,12/4/15,Yahoos Spinoff Plan Could Be Risky Business,Yahoos willingness to listen to demands that it abandon a spinoff of its Alibaba stake reflects lingering doubt about the tax risk of the plan.,negative,-0.465058
287,12/4/15,Yahoo Board in Final Talks on Future of Company,Yahoo Inc's board of directors on Friday is in the third and final day of meetings that could decide the future of one of Silicon Valley's most prominent but troubled companies.,neutral,-0.465058
288,12/3/15,Daily Report: This Week in Marissa Mayer News,"The spotlight is on Yahoo this week, but not for the reasons that Marissa Mayer, the companys chief executive, might want.",neutral,-0.465058
289,12/3/15,Morning Agenda: Yahoo Runs Out of Time,Insider Trading Witness Sentenced to 21 Days | Yellen Says Economy Ready For Interest Rate Increase,neutral,-0.465058
290,12/2/15,Activist Investor Renews Call for Yahoo to Sell Core Business,,negative,
291,12/2/15,Yahoo Struggles as an Afterthought to Advertisers,"Twenty years after its founding, Yahoo, which still has a billion people using its apps and websites, is an also-ran in many ad budgets.",neutral,-0.465058
292,12/2/15,Transformation at Yahoo Foiled by Marissa Mayers Inability to Bet the Farm,"Ms. Mayer was hired as chief executive to transform Yahoo from a dull web portal into something new and exciting. But instead of bold, her tenure has been mostly boring.",negative,-0.815243
293,12/2/15,Yahoos Marissa Mayer Has Run Out of Time for a Turnaround,The best possible legacy for Marissa Mayer could turn out to be that she got a good price for Yahoos core business.,neutral,-0.815243
294,12/2/15,Yahoo to weigh sale of core business,"An analyst says the core business, which includes news sites and Yahoo Mail, could be worth up to $8 billion. Fred Katayama reports.",positive,0.582313
295,12/2/15,Morning Agenda: Yahoo Said to Weigh Selling Core Business,Puerto Rico Begins Choosing Among Debt Payments | The Stormy Path to Reforming Auto Finance | Whistle-Blower Group Targeted by Labor Complaint,negative,-0.659253
296,12/2/15,Cabela's and Yahoo Are Big Market Movers,Stocks that moved substantially or traded heavily Wednesday on the New York Stock Exchange and the Nasdaq stock market:,neutral,-0.659253
297,12/2/15,Yahoo Mulls Shareholder Demand to Sell Internet Business,"Yahoo's board is considering an activist shareholder's demand to sell the Internet services the company is best known for, a maneuver that might help the company dodge a tax bill of more than $10 billion looming over its holdings in China's Alibaba...",neutral,-0.659253
298,12/2/15,Yahoo Up on Report of Possible Sale of Internet Business,Shares of Yahoo are up sharply Wednesday on a report that the company will discuss the sale of its Internet business.,positive,0.858704
299,12/2/15,"With Buyback Help, Yahoo Stock Has Soared Under Mayer",Investors who made early bets on Marissa Mayer's ability to turn around Yahoo Inc were well rewarded for their faith: the share price has more than doubled and widely outperformed the broader stock market since she took over as president and CEO in...,positive,0.76955
300,12/2/15,"Most Searched in 2015? Bobbi Kristina Brown, Says Yahoo",Internet searchers had celebrities on the mind this year: Famous names made up eight of the top 10 searches on Yahoo in 2015.,neutral,0.76955
301,12/2/15,Yahoo Shares Rise as Board Meets and Considers Sale of Web Business,"Plans by Yahoo Inc's board to consider selling its struggling Internet business sent the company's shares up nearly 6 percent on Wednesday, as investors cheered a potential new way to separate Yahoo's traditional services from its valuable investment...",positive,0.51644
302,12/1/15,Yahoos Board Is Said to Weigh Selling Off Core Business,"The board of Yahoo will consider major changes during meetings this week, people briefed on the plans said, as well as review plans for the sale of its valuable stake in Alibaba.",neutral,0.51644
303,12/1/15,"Your Wednesday Briefing: Mark Zuckerberg, British Parliament, Yahoo",Heres what you need to know to start your day.,neutral,0.51644
304,12/1/15,"Yahoo Board to Weigh Future of Company, Marissa Mayer: Source","The board of Yahoo Inc is weighing a sale of its core Internet business when it meets this week, a source familiar with the matter told Reuters.",neutral,0.51644
305,11/25/15,As Yahoo Turns: What's Next in Its Decade-Long Soap Opera?,"Yahoo has starred in a decade-long soap opera during which it's run through five CEOs, fended off a hostile takeover bid from Microsoft and sparred (often unsuccessfully) with activist investors who muscled their way on to the Internet company's...",negative,-0.642906
306,11/20/15,Yahoo Restricts Ad-Blocking Software for Some Email Users,"Yahoo blocked some users from accessing their Yahoo email accounts unless they switched off their ad blockers, adding to the debate over ad blocking.",negative,-0.766438
307,11/20/15,Morning Agenda: New Proposals to Curb Tax Relocations,Banks Weighed Down by Piles of Leveraged Loans | Buffetts Grandson Seeks a Different Investment Route | Square Shares Soar After Public Offering,neutral,-0.766438
308,11/19/15,Yahoo Pressured to Keep Alibaba Stake and Sell Core Business,"As questions arise over taxes on the sale of Yahoos stake in Alibaba, Starboard Value is urging Yahoo to sell its core advertising business instead.",negative,-0.637422
309,11/19/15,Morning Agenda: Square Scales Down Valuation,Pfizer and Allergan Are Said to Be Near a Deal | Fed Signals Readiness for December Rate Rise,neutral,-0.637422
310,11/19/15,"Starboard Urges Yahoo to Keep Alibaba, Sell Core Business",Activist investor Starboard Value is urging Yahoo to scrap a planned spinoff of its lucrative stake in Chinese e-commerce company Alibaba and sell its own Internet business instead.,neutral,-0.637422
311,11/19/15,Starboard Asks Yahoo to Sell Core Business Instead of Alibaba Stake,"Activist investor Starboard Value LP asked Yahoo Inc to drop plans to spin off its stake in Alibaba Group Holdings Ltd due to tax concerns, and instead urged the company to sell its core search and display advertising businesses.",negative,-0.551475
312,11/18/15,Fantasy Sports Inquiry Puts Spotlight on a Success for Yahoo,"Yahoo, one of the leading sites for sports fans, has found success with its streams of N.F.L. games, but its push into fantasy sports has drawn scrutiny from regulators.",neutral,-0.551475
313,11/18/15,Starboard Urges Yahoo to Drop Alibaba Spinoff Plan: WSJ,"Yahoo Inc shareholder Starboard Value LP has urged the online media company to halt the spinoff of more than $20 billion in shares of Alibaba Group Holdings Ltd, the Wall Street journal reported on Wednesday.",neutral,-0.551475
314,11/18/15,Starboard Urges Yahoo to Drop Alibaba Spinoff Plan: WSJ,"Yahoo Inc shareholder Starboard Value LP has urged the online media company to halt the plan to sell its stake in Alibaba Group Holdings Ltd due to the risk of incurring taxes on the sale, the Wall Street journal reported.",negative,-0.399388
315,11/17/15,End Sought to Fantasy Sites in New York; Yahoo Is Said to Be Added to Inquiry,The New York attorney general sought an injunction to keep DraftKings and FanDuel from operating there and was said to have expanded his investigation to other companies operating daily fantasy sites.,neutral,-0.399388
